Lasse Blaauwbroek, David M. Cerna, Thibault Gauthier, Jan Jakubuv, Cezary Kaliszyk, Martin Suda, Josef Urban 	 Learning Guided Automated Reasoning: A Brief Survey. 	 2024 	 AR, FM 	 https://doi.org/10.48550/arXiv.2403.04017 	 arXiv CoRR abs/2403.04017 (2024).
Bas van der Heijden, Laura Ferranti, Jens Kober, Robert Babuska 	 DeepKoCo: Efficient latent planning with a task-relevant Koopman representation. 	 2021 	 ML 	 https://doi.org/10.1109/IROS51168.2021.9636408 	 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2021, Prague, Czech Republic, September 27 - Oct. 1, 2021: 183-189 (2021).
Jacob E. Kooi, Robert Babuska 	 Inclined Quadrotor Landing using Deep Reinforcement Learning. 	 2021 	 ML 	 https://doi.org/10.1109/IROS51168.2021.9636096 	 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2021, Prague, Czech Republic, September 27 - Oct. 1, 2021: 2361-2368 (2021).
Erik Derner, Jirí Kubalík, Robert Babuska 	 Guiding Robot Model Construction with Prior Features. 	 2021 	 ML 	 https://doi.org/10.1109/IROS51168.2021.9635831 	 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2021, Prague, Czech Republic, September 27 - Oct. 1, 2021: 7112-7118 (2021).
Osama Mazhar, Jens Kober, Robert Babuska 	 GEM: Glare or Gloom, I Can Still See You - End-to-End Multimodal Object Detector. 	 2021 	 ML 	 https://arxiv.org/abs/2102.12319 	 arXiv CoRR abs/2102.12319 (2021).
Taeke de Haan, Padmaja Kulkarni, Robert Babuska 	 Geometry-Based Grasping of Vine Tomatoes. 	 2021 	 ML 	 https://arxiv.org/abs/2103.01272 	 arXiv CoRR abs/2103.01272 (2021).
Jacob E. Kooi, Robert Babuska 	 Inclined Quadrotor Landing using Deep Reinforcement Learning. 	 2021 	 ML 	 https://arxiv.org/abs/2103.09043 	 arXiv CoRR abs/2103.09043 (2021).
Erik Derner, Jirí Kubalík, Nicola Ancona, Robert Babuska 	 Constructing parsimonious analytic models for dynamic systems via symbolic regression. 	 2020 	 ML 	 https://doi.org/10.1016/j.asoc.2020.106432 	 Appl. Soft Comput. 94: (2020).
Clara Gómez, Alejandra C. Hernández, Erik Derner, Ramón Barber, Robert Babuska 	 Object-Based Pose Graph for Dynamic Indoor Environments. 	 2020 	 ML 	 https://doi.org/10.1109/LRA.2020.3007402 	 IEEE Robotics Autom. Lett. 5: 5401-5408 (2020).
Jirí Kubalík, Erik Derner, Robert Babuska 	 Symbolic regression driven by training data and prior knowledge. 	 2020 	 ML 	 https://doi.org/10.1145/3377930.3390152 	 GECCO '20: Genetic and Evolutionary Computation Conference, Cancún Mexico, July 8-12, 2020: 958-966 (2020).
Jan Kristof Behrens, Karla Stépánová, Robert Babuska 	 Simultaneous task allocation and motion scheduling for complex tasks executed by multiple robots. 	 2020 	 ML 	 https://doi.org/10.1109/ICRA40945.2020.9197103 	 2020 IEEE International Conference on Robotics and Automation, ICRA 2020, Paris, France, May 31 - August 31, 2020: 11443-11449 (2020).
Alejandra C. Hernández, Erik Derner, Clara Gómez, Ramón Barber, Robert Babuska 	 Efficient Object Search Through Probability-Based Viewpoint Selection. 	 2020 	 ML 	 https://doi.org/10.1109/IROS45743.2020.9340989 	 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2020, Las Vegas, NV, USA, October 24, 2020 - January 24, 2021: 6172-6179 (2020).
Padmaja Kulkarni, Jens Kober, Robert Babuska 	 Tactile-Based Self-supervised Pose Estimation for Robust Grasping. 	 2020 	 ML 	 https://doi.org/10.1007/978-3-030-71151-1_25 	 Experimental Robotics - The 17th International Symposium, ISER 2020, La Valletta, Malta, November 9-12, 2020 (postponed to 2021).: 277-284 (2020).
Fuda van Diggelen, Robert Babuska, A. E. Eiben 	 The Effects of Adaptive Control on Learning Directed Locomotion. 	 2020 	 ML 	 https://doi.org/10.1109/SSCI47803.2020.9308557 	 2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020, Canberra, Australia, December 1-4, 2020: 2117-2124 (2020).
Jirí Kubalík, Erik Derner, Robert Babuska 	 Symbolic Regression Driven by Training Data and Prior Knowledge. 	 2020 	 ML 	 https://arxiv.org/abs/2004.11947 	 arXiv CoRR abs/2004.11947 (2020).
Jonas Kulhanek, Erik Derner, Robert Babuska 	 Visual Navigation in Real-World Indoor Environments Using End-to-End Deep Reinforcement Learning. 	 2020 	 ML 	 https://arxiv.org/abs/2010.10903 	 arXiv CoRR abs/2010.10903 (2020).
Bas van der Heijden, Laura Ferranti, Jens Kober, Robert Babuska 	 DeepKoCo: Efficient latent planning with an invariant Koopman representation. 	 2020 	 ML 	 https://arxiv.org/abs/2011.12690 	 arXiv CoRR abs/2011.12690 (2020).
Yudha P. Pane, Subramanya Nageshrao, Jens Kober, Robert Babuska 	 Reinforcement learning based compensation methods for robot manipulators. 	 2019 	 ML 	 https://doi.org/10.1016/j.engappai.2018.11.006 	 Eng. Appl. Artif. Intell. 78: 236-247 (2019).
Erik Derner, Clara Gómez, Alejandra C. Hernández, Ramón Barber, Robert Babuska 	 Towards Life-Long Autonomy of Mobile Robots Through Feature-Based Change Detection. 	 2019 	 ML 	 https://doi.org/10.1109/ECMR.2019.8870940 	 2019 European Conference on Mobile Robots, ECMR 2019, Prague, Czech Republic, September 4-6, 2019: 1-6 (2019).
Jonas Kulhanek, Erik Derner, Tim de Bruin, Robert Babuska 	 Vision-based Navigation Using Deep Reinforcement Learning. 	 2019 	 ML 	 https://doi.org/10.1109/ECMR.2019.8870964 	 2019 European Conference on Mobile Robots, ECMR 2019, Prague, Czech Republic, September 4-6, 2019: 1-8 (2019).
Robert Babuska 	 Genetic programming methods for reinforcement learning. 	 2019 	 ML 	 https://doi.org/10.1145/3321707.3326935 	 Proceedings of the Genetic and Evolutionary Computation Conference, GECCO 2019, Prague, Czech Republic, July 13-17, 2019: (2019).
Radoslav Skoviera, Karla Stépánová, Michael Tesar, Gabriela Sejnova, Jirí Sedlár, Michal Vavrecka, Robert Babuska, Josef Sivic 	 Teaching robots to imitate a human with no on-teacher sensors. What are the key challenges? 	 2019 	 ML 	 http://arxiv.org/abs/1901.08335 	 arXiv CoRR abs/1901.08335 (2019).
Jirí Kubalík, Jan Zegklitz, Erik Derner, Robert Babuska 	 Symbolic Regression Methods for Reinforcement Learning. 	 2019 	 ML 	 http://arxiv.org/abs/1903.09688 	 arXiv CoRR abs/1903.09688 (2019).
Erik Derner, Jirí Kubalík, Nicola Ancona, Robert Babuska 	 Symbolic Regression for Constructing Analytic Models in Reinforcement Learning. 	 2019 	 ML 	 http://arxiv.org/abs/1903.11483 	 arXiv CoRR abs/1903.11483 (2019).
Jonas Kulhanek, Erik Derner, Tim de Bruin, Robert Babuska 	 Vision-based Navigation Using Deep Reinforcement Learning. 	 2019 	 ML 	 http://arxiv.org/abs/1908.03627 	 arXiv CoRR abs/1908.03627 (2019).
David Leonardo Leottau, Javier Ruiz-del-Solar, Robert Babuska 	 Decentralized Reinforcement Learning of Robot Behaviors. 	 2018 	 ML 	 https://doi.org/10.1016/j.artint.2017.12.001 	 Artif. Intell. 256: 130-159 (2018).
Eduard Alibekov, Jirí Kubalík, Robert Babuska 	 Policy derivation methods for critic-only reinforcement learning in continuous spaces. 	 2018 	 ML 	 https://www.wikidata.org/entity/Q113442586 	 Eng. Appl. Artif. Intell. 69: 178-187 (2018).
Tim de Bruin, Jens Kober, Karl Tuyls, Robert Babuska 	 Experience Selection in Deep Reinforcement Learning for Control. 	 2018 	 ML 	 http://jmlr.org/papers/v19/17-131.html 	 J. Mach. Learn. Res. 19: 9:1-9:56 (2018).
Tim de Bruin, Jens Kober, Karl Tuyls, Robert Babuska 	 Integrating State Representation Learning Into Deep Reinforcement Learning. 	 2018 	 ML 	 https://www.wikidata.org/entity/Q57539268 	 IEEE Robotics Autom. Lett. 3: 1394-1401 (2018).
Ivan Koryakovskiy, Manuel Kudruss, Heike Vallery, Robert Babuska, Wouter Caarls 	 Model-Plant Mismatch Compensation Using Reinforcement Learning. 	 2018 	 ML 	 https://www.wikidata.org/entity/Q62562053 	 IEEE Robotics Autom. Lett. 3: 2471-2477 (2018).
Kim Verbert, Bart De Schutter, Robert Babuska 	 A Multiple-Model Reliability Prediction Approach for Condition-Based Maintenance. 	 2018 	 ML 	 https://www.wikidata.org/entity/Q107155161 	 IEEE Trans. Reliab. 67: 1364-1376 (2018).
Frederik Ruelens, Bert Claessens, Salman Quaiyum, Bart De Schutter, Robert Babuska, Ronnie Belmans 	 Reinforcement Learning Applied to an Electric Water Heater: From Theory to Practice. 	 2018 	 ML 	 https://www.wikidata.org/entity/Q107155166 	 IEEE Trans. Smart Grid 9: 3792-3800 (2018).
Erik Derner, Jirí Kubalík, Robert Babuska 	 Data-driven Construction of Symbolic Process Models for Reinforcement Learning. 	 2018 	 ML 	 https://doi.org/10.1109/ICRA.2018.8461182 	 2018 IEEE International Conference on Robotics and Automation, ICRA 2018, Brisbane, Australia, May 21-25, 2018: 1-8 (2018).
Erik Derner, Jirí Kubalík, Robert Babuska 	 Reinforcement Learning with Symbolic Input-Output Models. 	 2018 	 ML 	 https://doi.org/10.1109/IROS.2018.8593881 	 2018 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2018, Madrid, Spain, October 1-5, 2018: 3004-3009 (2018).
Kim Verbert, Robert Babuska, Bart De Schutter 	 Combining knowledge and historical data for system-level fault diagnosis of HVAC systems. 	 2017 	 ML 	 https://www.wikidata.org/entity/Q107155184 	 Eng. Appl. Artif. Intell. 59: 260-273 (2017).
Kim Verbert, Robert Babuska, Bart De Schutter 	 Bayesian and Dempster-Shafer reasoning for knowledge-based fault diagnosis-A comparative study. 	 2017 	 ML 	 https://www.wikidata.org/entity/Q107155181 	 Eng. Appl. Artif. Intell. 60: 136-150 (2017).
Ivan Koryakovskiy, Manuel Kudruss, Robert Babuska, Wouter Caarls, Christian Kirches, Katja D. Mombaur, Johannes P. Schlöder, Heike Vallery 	 Benchmarking model-free and model-based optimal control. 	 2017 	 ML 	 https://www.wikidata.org/entity/Q59309652 	 Robotics Auton. Syst. 92: 81-90 (2017).
Kim Verbert, Bart De Schutter, Robert Babuska 	 Timely condition-based maintenance planning for multi-component systems. 	 2017 	 ML 	 https://www.wikidata.org/entity/Q107155205 	 Reliab. Eng. Syst. Saf. 159: 310-321 (2017).
Tim de Bruin, Kim Verbert, Robert Babuska 	 Railway Track Circuit Fault Diagnosis Using Recurrent Neural Networks. 	 2017 	 ML 	 https://www.wikidata.org/entity/Q39820150 	 IEEE Trans. Neural Networks Learn. Syst. 28: 523-533 (2017).
Frederik Ruelens, Bert J. Claessens, Stijn Vandael, Bart De Schutter, Robert Babuska, Ronnie Belmans 	 Residential Demand Response of Thermostatically Controlled Loads Using Batch Reinforcement Learning. 	 2017 	 ML 	 https://www.wikidata.org/entity/Q107155200 	 IEEE Trans. Smart Grid 8: 2149-2159 (2017).
Jan-Willem Damsteeg, Subramanya Nageshrao, Robert Babuska 	 Model-based real-time control of a magnetic manipulator system. 	 2017 	 ML 	 https://doi.org/10.1109/CDC.2017.8264140 	 56th IEEE Annual Conference on Decision and Control, CDC 2017, Melbourne, Australia, December 12-15, 2017: 3277-3282 (2017).
Ruben Burger, Mukunda Bharatheesha, Marc van Bert, Robert Babuska 	 Automated tuning and configuration of path planning algorithms. 	 2017 	 ML 	 https://doi.org/10.1109/ICRA.2017.7989504 	 2017 IEEE International Conference on Robotics and Automation, ICRA 2017, Singapore, Singapore, May 29 - June 3, 2017: 4371-4376 (2017).
Jirí Kubalík, Erik Derner, Robert Babuska 	 Enhanced Symbolic Regression Through Local Variable Transformations. 	 2017 	 ML 	 https://doi.org/10.5220/0006505200910100 	 Proceedings of the 9th International Joint Conference on Computational Intelligence, IJCCI 2017, Funchal, Madeira, Portugal, November 1-3, 2017.: 91-100 (2017).
Hamidreza Modares, Subramanya Nageshrao, Gabriel Alexandre Delgado Lopes, Robert Babuska, Frank L. Lewis 	 Optimal model-free output synchronization of heterogeneous systems using off-policy reinforcement learning. 	 2016 	 ML 	 https://doi.org/10.1016/j.automatica.2016.05.017 	 Autom. 71: 334-341 (2016).
Gabriel A. D. Lopes, Bart Kersbergen, Bart De Schutter, Ton J. J. van den Boom, Robert Babuska 	 Synchronization of a class of cyclic discrete-event systems describing legged locomotion. 	 2016 	 ML 	 https://www.wikidata.org/entity/Q107155302 	 Discret. Event Dyn. Syst. 26: 225-261 (2016).
Lucian Busoniu, Alexander Daniels, Robert Babuska 	 Online learning for optimistic planning. 	 2016 	 ML 	 https://doi.org/10.1016/j.engappai.2016.05.003 	 Eng. Appl. Artif. Intell. 55: 70-82 (2016).
Kim Verbert, Bart De Schutter, Robert Babuska 	 Fault diagnosis using spatial and temporal information with application to railway track circuits. 	 2016 	 ML 	 https://www.wikidata.org/entity/Q107155221 	 Eng. Appl. Artif. Intell. 56: 200-211 (2016).
Subramanya Nageshrao, Gabriel A. D. Lopes, Dimitri Jeltsema, Robert Babuska 	 Port-Hamiltonian Systems in Adaptive and Learning Control: A Survey. 	 2016 	 ML 	 https://doi.org/10.1109/TAC.2015.2458491 	 IEEE Trans. Autom. Control. 61: 1223-1238 (2016).
Jirí Kubalík, Eduard Alibekov, Jan Zegklitz, Robert Babuska 	 Hybrid Single Node Genetic Programming for Symbolic Regression. 	 2016 	 ML 	 https://doi.org/10.1007/978-3-662-53525-7_4 	 Trans. Comput. Collect. Intell. 24: 61-82 (2016).
Esmaeil Najafi, Robert Babuska, Gabriel A. D. Lopes 	 Learning Sequential Composition Control. 	 2016 	 ML 	 https://www.wikidata.org/entity/Q50555285 	 IEEE Trans. Cybern. 46: 2559-2569 (2016).
Mohammad Shahbazi, Robert Babuska, Gabriel A. D. Lopes 	 Unified Modeling and Control of Walking and Running on the Spring-Loaded Inverted Pendulum. 	 2016 	 ML 	 https://doi.org/10.1109/TRO.2016.2593483 	 IEEE Trans. Robotics 32: 1178-1195 (2016).
Eduard Alibekov, Jirí Kubalík, Robert Babuska 	 Symbolic method for deriving policy in reinforcement learning. 	 2016 	 ML 	 https://doi.org/10.1109/CDC.2016.7798684 	 55th IEEE Conference on Decision and Control, CDC 2016, Las Vegas, NV, USA, December 12-14, 2016: 2789-2795 (2016).
Jelle Munk, Jens Kober, Robert Babuska 	 Learning state representation for deep actor-critic control. 	 2016 	 ML 	 https://www.wikidata.org/entity/Q57539273 	 55th IEEE Conference on Decision and Control, CDC 2016, Las Vegas, NV, USA, December 12-14, 2016: 4667-4673 (2016).
Yudha P. Pane, Subramanya Nageshrao, Robert Babuska 	 Actor-critic reinforcement learning for tracking control in robotics. 	 2016 	 ML 	 https://doi.org/10.1109/CDC.2016.7799164 	 55th IEEE Conference on Decision and Control, CDC 2016, Las Vegas, NV, USA, December 12-14, 2016: 5819-5826 (2016).
Harish Satyavada, Robert Babuska, Simone Baldi 	 Integrated dynamic modelling and multivariable control of HVAC components. 	 2016 	 ML 	 https://www.wikidata.org/entity/Q107162405 	 15th European Control Conference, ECC 2016, Aalborg, Denmark, June 29 - July 1, 2016: 1171-1176 (2016).
Shahrzad Faghih-Roohi, Siamak Hajizadeh, Alfredo Núñez, Robert Babuska, Bart De Schutter 	 Deep convolutional neural networks for detection of rail surface defects. 	 2016 	 ML 	 https://www.wikidata.org/entity/Q107154786 	 2016 International Joint Conference on Neural Networks, IJCNN 2016, Vancouver, BC, Canada, July 24-29, 2016: 2584-2589 (2016).
Tim de Bruin, Jens Kober, Karl Tuyls, Robert Babuska 	 Improved deep reinforcement learning for robotics through distribution-based experience retention. 	 2016 	 ML 	 https://www.wikidata.org/entity/Q57539272 	 2016 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2016, Daejeon, South Korea, October 9-14, 2016: 3947-3952 (2016).
David Leonardo Leottau, Aashish Vatsyayan, Javier Ruiz-del-Solar, Robert Babuska 	 Decentralized Reinforcement Learning Applied to Mobile Robots. 	 2016 	 ML 	 https://doi.org/10.1007/978-3-319-68792-6_31 	 RoboCup 2016: Robot World Cup XX [Leipzig, Germany, June 30 - July 4, 2016]: 368-379 (2016).
Nicky Mol, Jan Smisek, Robert Babuska, Andre Schiele 	 Nested compliant admittance control for robotic mechanical assembly of misaligned and tightly toleranced parts. 	 2016 	 ML 	 https://doi.org/10.1109/SMC.2016.7844650 	 2016 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2016, Budapest, Hungary, October 9-12, 2016: 2717-2722 (2016).
Wouter Wolfslag, Michiel Plooij, Robert Babuska, Martijn Wisse 	 Learning robustly stable open-loop motions for robotic manipulation. 	 2015 	 ML 	 https://doi.org/10.1016/j.robot.2014.12.017 	 Robotics Auton. Syst. 66: 27-34 (2015).
Olivier Sprangers, Robert Babuska, Subramanya Nageshrao, Gabriel A. D. Lopes 	 Reinforcement Learning for Port-Hamiltonian Systems. 	 2015 	 ML 	 https://www.wikidata.org/entity/Q50638072 	 IEEE Trans. Cybern. 45: 1003-1013 (2015).
Thijs Wensveen, Lucian Busoniu, Robert Babuska 	 Real-Time Optimistic Planning with Action Sequences. 	 2015 	 ML 	 https://doi.org/10.1109/CSCS.2015.64 	 20th International Conference on Control Systems and Computer Science, CSCS 2015, Bucharest, Romania, May 27-29, 2015: 923-930 (2015).
Kim Verbert, Bart De Schutter, Robert Babuska 	 Exploiting spatial and temporal dependencies to enhance fault diagnosis: Application to railway track circuits. 	 2015 	 ML 	 https://www.wikidata.org/entity/Q107155362 	 14th European Control Conference, ECC 2015, Linz, Austria, July 15-17, 2015: 3047-3052 (2015).
Mohammad Shahbazi, Robert Babuska, Gabriel A. D. Lopes 	 Analytical approximation for the double-stance phase of a walking robot. 	 2015 	 ML 	 https://doi.org/10.1109/ICRA.2015.7140005 	 IEEE International Conference on Robotics and Automation, ICRA 2015, Seattle, WA, USA, 26-30 May, 2015: 5754-5760 (2015).
J. L. Verboom, Sjoerd Tijmons, Christophe De Wagter, B. D. W. Remes, Robert Babuska, Guido C. H. E. de Croon 	 Attitude and altitude estimation and control on board a Flapping Wing Micro Air Vehicle. 	 2015 	 ML 	 https://doi.org/10.1109/ICRA.2015.7140017 	 IEEE International Conference on Robotics and Automation, ICRA 2015, Seattle, WA, USA, 26-30 May, 2015: 5846-5851 (2015).
Jirí Kubalík, Robert Babuska 	 An Improved Single Node Genetic Programming for Symbolic Regression. 	 2015 	 ML 	 https://ieeexplore.ieee.org/document/7529330/ 	 Proceedings of the 7th International Joint Conference on Computational Intelligence (IJCCI 2015) - Volume 1: ECTA, Lisbon, Portugal, November 12-14, 2015.: 244-251 (2015).
Esmaeil Najafi, Robert Babuska, Gabriel A. D. Lopes 	 An application of sequential composition control to cooperative systems. 	 2015 	 ML 	 https://doi.org/10.1109/RoMoCo.2015.7219707 	 10th International Workshop on Robot Motion and Control, RoMoCo 2015, Poznań, Poland, July 6-8, 2015: 15-20 (2015).
Frederik Ruelens, Bert Claessens, Stijn Vandael, Bart De Schutter, Robert Babuska, Ronnie Belmans 	 Residential Demand Response Applications Using Batch Reinforcement Learning. 	 2015 	 ML 	 http://arxiv.org/abs/1504.02125 	 arXiv CoRR abs/1504.02125 (2015).
Frederik Ruelens, Bert Claessens, Salman Quaiyum, Bart De Schutter, Robert Babuska, Ronnie Belmans 	 Reinforcement Learning Applied to an Electric Water Heater: From Theory to Practice. 	 2015 	 ML 	 http://arxiv.org/abs/1512.00408 	 arXiv CoRR abs/1512.00408 (2015).
Pawel Miroslaw Stano, Arnold J. den Dekker, Zsófia Lendek, Robert Babuska 	 Convex saturated particle filter. 	 2014 	 ML 	 https://doi.org/10.1016/j.automatica.2014.08.026 	 Autom. 50: 2494-2503 (2014).
